state,year,race,pop
Oregon (41),2005,Hispanic or Latino,361623
Oregon (41),2005,Not Hispanic or Latino,3251579
Oregon (41),2006,Hispanic or Latino,381519
Oregon (41),2006,Not Hispanic or Latino,3289364
Oregon (41),2007,Hispanic or Latino,402398
Oregon (41),2007,Not Hispanic or Latino,3320019
Oregon (41),2008,Hispanic or Latino,421853
Oregon (41),2008,Not Hispanic or Latino,3346895
Oregon (41),2009,Hispanic or Latino,438205
Oregon (41),2009,Not Hispanic or Latino,3370395
Oregon (41),2010,Hispanic or Latino,452455
Oregon (41),2010,Not Hispanic or Latino,3385036
Oregon (41),2011,Hispanic or Latino,462985
Oregon (41),2011,Not Hispanic or Latino,3409051
Oregon (41),2012,Hispanic or Latino,471269
Oregon (41),2012,Not Hispanic or Latino,3427732
Oregon (41),2013,Hispanic or Latino,480596
Oregon (41),2013,Not Hispanic or Latino,3441872
Oregon (41),2014,Hispanic or Latino,492270
Oregon (41),2014,Not Hispanic or Latino,3470974
Oregon (41),2015,Hispanic or Latino,505359
Oregon (41),2015,Not Hispanic or Latino,3510433
Oregon (41),2016,Hispanic or Latino,521879
Oregon (41),2016,Not Hispanic or Latino,3568097
Oregon (41),2017,Hispanic or Latino,538947
Oregon (41),2017,Not Hispanic or Latino,3604678
Oregon (41),2018,Hispanic or Latino,553064
Oregon (41),2018,Not Hispanic or Latino,3628822
Oregon (41),2019,Hispanic or Latino,566847
Oregon (41),2019,Not Hispanic or Latino,3650890
Pennsylvania (42),1990,Hispanic or Latino,233727
Pennsylvania (42),1990,Not Hispanic or Latino,11669572
Pennsylvania (42),1991,Hispanic or Latino,245900
Pennsylvania (42),1991,Not Hispanic or Latino,11736264
Pennsylvania (42),1992,Hispanic or Latino,259310
Pennsylvania (42),1992,Not Hispanic or Latino,11790140
Pennsylvania (42),1993,Hispanic or Latino,272119
Pennsylvania (42),1993,Not Hispanic or Latino,11847605
Pennsylvania (42),1994,Hispanic or Latino,286390
Pennsylvania (42),1994,Not Hispanic or Latino,11879660
Pennsylvania (42),1995,Hispanic or Latino,301226
Pennsylvania (42),1995,Not Hispanic or Latino,11897177
Pennsylvania (42),1996,Hispanic or Latino,318572
Pennsylvania (42),1996,Not Hispanic or Latino,11901892
Pennsylvania (42),1997,Hispanic or Latino,337122
Pennsylvania (42),1997,Not Hispanic or Latino,11890692
Pennsylvania (42),1998,Hispanic or Latino,355238
Pennsylvania (42),1998,Not Hispanic or Latino,11890434
Pennsylvania (42),1999,Hispanic or Latino,374402
Pennsylvania (42),1999,Not Hispanic or Latino,11889403
Pennsylvania (42),2000,Hispanic or Latino,398374
Pennsylvania (42),2000,Not Hispanic or Latino,11885799
Pennsylvania (42),2001,Hispanic or Latino,421461
Pennsylvania (42),2001,Not Hispanic or Latino,11877509
Pennsylvania (42),2002,Hispanic or Latino,447621
Pennsylvania (42),2002,Not Hispanic or Latino,11883410
Pennsylvania (42),2003,Hispanic or Latino,477457
Pennsylvania (42),2003,Not Hispanic or Latino,11897201
Pennsylvania (42),2004,Hispanic or Latino,510353
Pennsylvania (42),2004,Not Hispanic or Latino,11900369
Pennsylvania (42),2005,Hispanic or Latino,545049
Pennsylvania (42),2005,Not Hispanic or Latino,11904941
Pennsylvania (42),2006,Hispanic or Latino,583240
Pennsylvania (42),2006,Not Hispanic or Latino,11927569
Pennsylvania (42),2007,Hispanic or Latino,621478
Pennsylvania (42),2007,Not Hispanic or Latino,11942459
Pennsylvania (42),2008,Hispanic or Latino,657589
Pennsylvania (42),2008,Not Hispanic or Latino,11954696
Pennsylvania (42),2009,Hispanic or Latino,693817
Pennsylvania (42),2009,Not Hispanic or Latino,11973041
Pennsylvania (42),2010,Hispanic or Latino,726264
Pennsylvania (42),2010,Not Hispanic or Latino,11984896
Pennsylvania (42),2011,Hispanic or Latino,756447
Pennsylvania (42),2011,Not Hispanic or Latino,11989368
Pennsylvania (42),2012,Hispanic or Latino,785968
Pennsylvania (42),2012,Not Hispanic or Latino,11981150
Pennsylvania (42),2013,Hispanic or Latino,811042
Pennsylvania (42),2013,Not Hispanic or Latino,11965267
Pennsylvania (42),2014,Hispanic or Latino,839996
Pennsylvania (42),2014,Not Hispanic or Latino,11948317
Pennsylvania (42),2015,Hispanic or Latino,868542
Pennsylvania (42),2015,Not Hispanic or Latino,11916284
Pennsylvania (42),2016,Hispanic or Latino,900116
Pennsylvania (42),2016,Not Hispanic or Latino,11882159
Pennsylvania (42),2017,Hispanic or Latino,934046
Pennsylvania (42),2017,Not Hispanic or Latino,11853595
Pennsylvania (42),2018,Hispanic or Latino,973661
Pennsylvania (42),2018,Not Hispanic or Latino,11827261
Pennsylvania (42),2019,Hispanic or Latino,1000150
Pennsylvania (42),2019,Not Hispanic or Latino,11801839
Rhode Island (44),1990,Hispanic or Latino,46250
Rhode Island (44),1990,Not Hispanic or Latino,959745
Rhode Island (44),1991,Hispanic or Latino,49584
Rhode Island (44),1991,Not Hispanic or Latino,961065
Rhode Island (44),1992,Hispanic or Latino,53233
Rhode Island (44),1992,Not Hispanic or Latino,959348
Rhode Island (44),1993,Hispanic or Latino,57362
Rhode Island (44),1993,Not Hispanic or Latino,957751
Rhode Island (44),1994,Hispanic or Latino,61037
Rhode Island (44),1994,Not Hispanic or Latino,954923
Rhode Island (44),1995,Hispanic or Latino,65273
Rhode Island (44),1995,Not Hispanic or Latino,951729
Rhode Island (44),1996,Hispanic or Latino,69404
Rhode Island (44),1996,Not Hispanic or Latino,951489
Rhode Island (44),1997,Hispanic or Latino,74368
Rhode Island (44),1997,Not Hispanic or Latino,950985
Rhode Island (44),1998,Hispanic or Latino,79216
Rhode Island (44),1998,Not Hispanic or Latino,951939
Rhode Island (44),1999,Hispanic or Latino,85733
Rhode Island (44),1999,Not Hispanic or Latino,954669
Rhode Island (44),2000,Hispanic or Latino,91654
Rhode Island (44),2000,Not Hispanic or Latino,958614
Rhode Island (44),2001,Hispanic or Latino,96675
Rhode Island (44),2001,Not Hispanic or Latino,960467
Rhode Island (44),2002,Hispanic or Latino,101954
Rhode Island (44),2002,Not Hispanic or Latino,964041
Rhode Island (44),2003,Hispanic or Latino,107092
Rhode Island (44),2003,Not Hispanic or Latino,964250
Rhode Island (44),2004,Hispanic or Latino,111016
Rhode Island (44),2004,Not Hispanic or Latino,963563
Rhode Island (44),2005,Hispanic or Latino,114237
Rhode Island (44),2005,Not Hispanic or Latino,953679
Rhode Island (44),2006,Hispanic or Latino,117657
Rhode Island (44),2006,Not Hispanic or Latino,945439
Rhode Island (44),2007,Hispanic or Latino,120518
Rhode Island (44),2007,Not Hispanic or Latino,936797
Rhode Island (44),2008,Hispanic or Latino,124191
Rhode Island (44),2008,Not Hispanic or Latino,930812
Rhode Island (44),2009,Hispanic or Latino,127861
Rhode Island (44),2009,Not Hispanic or Latino,925785
Rhode Island (44),2010,Hispanic or Latino,132069
Rhode Island (44),2010,Not Hispanic or Latino,921890
Rhode Island (44),2011,Hispanic or Latino,136278
Rhode Island (44),2011,Not Hispanic or Latino,917371
Rhode Island (44),2012,Hispanic or Latino,140961
Rhode Island (44),2012,Not Hispanic or Latino,913660
Rhode Island (44),2013,Hispanic or Latino,144891
Rhode Island (44),2013,Not Hispanic or Latino,910190
Rhode Island (44),2014,Hispanic or Latino,149196
Rhode Island (44),2014,Not Hispanic or Latino,906740
Rhode Island (44),2015,Hispanic or Latino,153898
Rhode Island (44),2015,Not Hispanic or Latino,902167
Rhode Island (44),2016,Hispanic or Latino,158539
Rhode Island (44),2016,Not Hispanic or Latino,898231
Rhode Island (44),2017,Hispanic or Latino,162698
Rhode Island (44),2017,Not Hispanic or Latino,892975
Rhode Island (44),2018,Hispanic or Latino,168360
Rhode Island (44),2018,Not Hispanic or Latino,889927
Rhode Island (44),2019,Hispanic or Latino,172644
Rhode Island (44),2019,Not Hispanic or Latino,886717
South Carolina (45),1990,Hispanic or Latino,30367
South Carolina (45),1990,Not Hispanic or Latino,3470788
South Carolina (45),1991,Hispanic or Latino,33236
South Carolina (45),1991,Not Hispanic or Latino,3537168
South Carolina (45),1992,Hispanic or Latino,36628
South Carolina (45),1992,Not Hispanic or Latino,3583836
South Carolina (45),1993,Hispanic or Latino,39335
South Carolina (45),1993,Not Hispanic or Latino,3623979
South Carolina (45),1994,Hispanic or Latino,42246
South Carolina (45),1994,Not Hispanic or Latino,3663151
South Carolina (45),1995,Hispanic or Latino,47674
South Carolina (45),1995,Not Hispanic or Latino,3700908
South Carolina (45),1996,Hispanic or Latino,52917
South Carolina (45),1996,Not Hispanic or Latino,3743283
South Carolina (45),1997,Hispanic or Latino,62551
South Carolina (45),1997,Not Hispanic or Latino,3797145
South Carolina (45),1998,Hispanic or Latino,71583
South Carolina (45),1998,Not Hispanic or Latino,3847652
South Carolina (45),1999,Hispanic or Latino,82630
South Carolina (45),1999,Not Hispanic or Latino,3892052
South Carolina (45),2000,Hispanic or Latino,96470
South Carolina (45),2000,Not Hispanic or Latino,3927753
South Carolina (45),2001,Hispanic or Latino,107615
South Carolina (45),2001,Not Hispanic or Latino,3957380
South Carolina (45),2002,Hispanic or Latino,119542
South Carolina (45),2002,Not Hispanic or Latino,3988253
South Carolina (45),2003,Hispanic or Latino,131166
South Carolina (45),2003,Not Hispanic or Latino,4019131
South Carolina (45),2004,Hispanic or Latino,144106
South Carolina (45),2004,Not Hispanic or Latino,4066815
South Carolina (45),2005,Hispanic or Latino,158474
South Carolina (45),2005,Not Hispanic or Latino,4111676
South Carolina (45),2006,Hispanic or Latino,175689
South Carolina (45),2006,Not Hispanic or Latino,4182158
South Carolina (45),2007,Hispanic or Latino,194211
South Carolina (45),2007,Not Hispanic or Latino,4249899
South Carolina (45),2008,Hispanic or Latino,212024
South Carolina (45),2008,Not Hispanic or Latino,4316972
South Carolina (45),2009,Hispanic or Latino,225836
South Carolina (45),2009,Not Hispanic or Latino,4364036
South Carolina (45),2010,Hispanic or Latino,236704
South Carolina (45),2010,Not Hispanic or Latino,4398945
South Carolina (45),2011,Hispanic or Latino,240064
South Carolina (45),2011,Not Hispanic or Latino,4431930
South Carolina (45),2012,Hispanic or Latino,244239
South Carolina (45),2012,Not Hispanic or Latino,4473115
South Carolina (45),2013,Hispanic or Latino,249265
South Carolina (45),2013,Not Hispanic or Latino,4514815
South Carolina (45),2014,Hispanic or Latino,256778
South Carolina (45),2014,Not Hispanic or Latino,4566839
South Carolina (45),2015,Hispanic or Latino,265582
South Carolina (45),2015,Not Hispanic or Latino,4626356
South Carolina (45),2016,Hispanic or Latino,274206
South Carolina (45),2016,Not Hispanic or Latino,4683762
South Carolina (45),2017,Hispanic or Latino,284679
South Carolina (45),2017,Not Hispanic or Latino,4736589
South Carolina (45),2018,Hispanic or Latino,295948
South Carolina (45),2018,Not Hispanic or Latino,4788208
South Carolina (45),2019,Hispanic or Latino,307118
South Carolina (45),2019,Not Hispanic or Latino,4841596
South Dakota (46),1990,Hispanic or Latino,4617
South Dakota (46),1990,Not Hispanic or Latino,692484
South Dakota (46),1991,Hispanic or Latino,4816
South Dakota (46),1991,Not Hispanic or Latino,698853
South Dakota (46),1992,Hispanic or Latino,4949
South Dakota (46),1992,Not Hispanic or Latino,707852
South Dakota (46),1993,Hispanic or Latino,5147
South Dakota (46),1993,Not Hispanic or Latino,717013
South Dakota (46),1994,Hispanic or Latino,5461
South Dakota (46),1994,Not Hispanic or Latino,725329
South Dakota (46),1995,Hispanic or Latino,5857
South Dakota (46),1995,Not Hispanic or Latino,732069
South Dakota (46),1996,Hispanic or Latino,6251
South Dakota (46),1996,Not Hispanic or Latino,735963
South Dakota (46),1997,Hispanic or Latino,6944
South Dakota (46),1997,Not Hispanic or Latino,737279
South Dakota (46),1998,Hispanic or Latino,7617
South Dakota (46),1998,Not Hispanic or Latino,738442
South Dakota (46),1999,Hispanic or Latino,8193
South Dakota (46),1999,Not Hispanic or Latino,742220
South Dakota (46),2000,Hispanic or Latino,10995
South Dakota (46),2000,Not Hispanic or Latino,744849
South Dakota (46),2001,Hispanic or Latino,12581
South Dakota (46),2001,Not Hispanic or Latino,745391
South Dakota (46),2002,Hispanic or Latino,13805
South Dakota (46),2002,Not Hispanic or Latino,746215
South Dakota (46),2003,Hispanic or Latino,15088
South Dakota (46),2003,Not Hispanic or Latino,748641
South Dakota (46),2004,Hispanic or Latino,16371
South Dakota (46),2004,Not Hispanic or Latino,754025
South Dakota (46),2005,Hispanic or Latino,17549
South Dakota (46),2005,Not Hispanic or Latino,757944
South Dakota (46),2006,Hispanic or Latino,18608
South Dakota (46),2006,Not Hispanic or Latino,764425
South Dakota (46),2007,Hispanic or Latino,19626
South Dakota (46),2007,Not Hispanic or Latino,771997
South Dakota (46),2008,Hispanic or Latino,20777
South Dakota (46),2008,Not Hispanic or Latino,778347
South Dakota (46),2009,Hispanic or Latino,21709
South Dakota (46),2009,Not Hispanic or Latino,785358
South Dakota (46),2010,Hispanic or Latino,22469
South Dakota (46),2010,Not Hispanic or Latino,793697
South Dakota (46),2011,Hispanic or Latino,24724
South Dakota (46),2011,Not Hispanic or Latino,798855
South Dakota (46),2012,Hispanic or Latino,27131
South Dakota (46),2012,Not Hispanic or Latino,806435
South Dakota (46),2013,Hispanic or Latino,28884
South Dakota (46),2013,Not Hispanic or Latino,813432
South Dakota (46),2014,Hispanic or Latino,30090
South Dakota (46),2014,Not Hispanic or Latino,819039
South Dakota (46),2015,Hispanic or Latino,31125
South Dakota (46),2015,Not Hispanic or Latino,822863
South Dakota (46),2016,Hispanic or Latino,32942
South Dakota (46),2016,Not Hispanic or Latino,830054
South Dakota (46),2017,Hispanic or Latino,35247
South Dakota (46),2017,Not Hispanic or Latino,837621
South Dakota (46),2018,Hispanic or Latino,36499
South Dakota (46),2018,Not Hispanic or Latino,842199
South Dakota (46),2019,Hispanic or Latino,37351
South Dakota (46),2019,Not Hispanic or Latino,847308
Tennessee (47),1990,Hispanic or Latino,32411
Tennessee (47),1990,Not Hispanic or Latino,4862081
Tennessee (47),1991,Hispanic or Latino,35692
Tennessee (47),1991,Not Hispanic or Latino,4930895
Tennessee (47),1992,Hispanic or Latino,38773
Tennessee (47),1992,Not Hispanic or Latino,5010969
Tennessee (47),1993,Hispanic or Latino,43581
Tennessee (47),1993,Not Hispanic or Latino,5094003
Tennessee (47),1994,Hispanic or Latino,50274
Tennessee (47),1994,Not Hispanic or Latino,5181164
Tennessee (47),1995,Hispanic or Latino,58357
Tennessee (47),1995,Not Hispanic or Latino,5268579
Tennessee (47),1996,Hispanic or Latino,68098
Tennessee (47),1996,Not Hispanic or Latino,5348545
Tennessee (47),1997,Hispanic or Latino,78257
Tennessee (47),1997,Not Hispanic or Latino,5420976
Tennessee (47),1998,Hispanic or Latino,91760
Tennessee (47),1998,Not Hispanic or Latino,5478285
Tennessee (47),1999,Hispanic or Latino,105769
Tennessee (47),1999,Not Hispanic or Latino,5532937
Tennessee (47),2000,Hispanic or Latino,125572
Tennessee (47),2000,Not Hispanic or Latino,5578147
Tennessee (47),2001,Hispanic or Latino,139039
Tennessee (47),2001,Not Hispanic or Latino,5611750
Tennessee (47),2002,Hispanic or Latino,152930
Tennessee (47),2002,Not Hispanic or Latino,5642988
Tennessee (47),2003,Hispanic or Latino,167001
Tennessee (47),2003,Not Hispanic or Latino,5680811
Tennessee (47),2004,Hispanic or Latino,183955
Tennessee (47),2004,Not Hispanic or Latino,5726854
Tennessee (47),2005,Hispanic or Latino,204020
Tennessee (47),2005,Not Hispanic or Latino,5787037
Tennessee (47),2006,Hispanic or Latino,223916
Tennessee (47),2006,Not Hispanic or Latino,5864850
Tennessee (47),2007,Hispanic or Latino,245692
Tennessee (47),2007,Not Hispanic or Latino,5930035
Tennessee (47),2008,Hispanic or Latino,262563
Tennessee (47),2008,Not Hispanic or Latino,5984848
Tennessee (47),2009,Hispanic or Latino,278598
Tennessee (47),2009,Not Hispanic or Latino,6027421
Tennessee (47),2010,Hispanic or Latino,291198
Tennessee (47),2010,Not Hispanic or Latino,6064113
Tennessee (47),2011,Hispanic or Latino,299898
Tennessee (47),2011,Not Hispanic or Latino,6099393
Tennessee (47),2012,Hispanic or Latino,310169
Tennessee (47),2012,Not Hispanic or Latino,6143729
Tennessee (47),2013,Hispanic or Latino,318419
Tennessee (47),2013,Not Hispanic or Latino,6175921
Tennessee (47),2014,Hispanic or Latino,328192
Tennessee (47),2014,Not Hispanic or Latino,6213031
Tennessee (47),2015,Hispanic or Latino,339061
Tennessee (47),2015,Not Hispanic or Latino,6252109
Tennessee (47),2016,Hispanic or Latino,350628
Tennessee (47),2016,Not Hispanic or Latino,6295382
Tennessee (47),2017,Hispanic or Latino,364848
Tennessee (47),2017,Not Hispanic or Latino,6343951
Tennessee (47),2018,Hispanic or Latino,378914
Tennessee (47),2018,Not Hispanic or Latino,6392717
Tennessee (47),2019,Hispanic or Latino,391382
Tennessee (47),2019,Not Hispanic or Latino,6437792
Texas (48),1990,Hispanic or Latino,4380366
Texas (48),1990,Not Hispanic or Latino,12676389
Texas (48),1991,Hispanic or Latino,4566461
Texas (48),1991,Not Hispanic or Latino,12831544
Texas (48),1992,Hispanic or Latino,4773597
Texas (48),1992,Not Hispanic or Latino,12986141
Texas (48),1993,Hispanic or Latino,5001566
Texas (48),1993,Not Hispanic or Latino,13160046
Texas (48),1994,Hispanic or Latino,5226512
Texas (48),1994,Not Hispanic or Latino,13337550
Texas (48),1995,Hispanic or Latino,5452558
Texas (48),1995,Not Hispanic or Latino,13506193
Texas (48),1996,Hispanic or Latino,5683183
Texas (48),1996,Not Hispanic or Latino,13657159
Texas (48),1997,Hispanic or Latino,5935560
Texas (48),1997,Not Hispanic or Latino,13804757
Texas (48),1998,Hispanic or Latino,6196823
Texas (48),1998,Not Hispanic or Latino,13960708
Texas (48),1999,Hispanic or Latino,6458217
Texas (48),1999,Not Hispanic or Latino,14100003
Texas (48),2000,Hispanic or Latino,6739868
Texas (48),2000,Not Hispanic or Latino,14204631
Texas (48),2001,Hispanic or Latino,6987005
Texas (48),2001,Not Hispanic or Latino,14332617
Texas (48),2002,Hispanic or Latino,7244849
Texas (48),2002,Not Hispanic or Latino,14445476
Texas (48),2003,Hispanic or Latino,7498587
Texas (48),2003,Not Hispanic or Latino,14532344
Texas (48),2004,Hispanic or Latino,7749995
Texas (48),2004,Not Hispanic or Latino,14644028
Texas (48),2005,Hispanic or Latino,8010747
Texas (48),2005,Not Hispanic or Latino,14767376
Texas (48),2006,Hispanic or Latino,8308008
Texas (48),2006,Not Hispanic or Latino,15051572
Texas (48),2007,Hispanic or Latino,8618270
Texas (48),2007,Not Hispanic or Latino,15213713
Texas (48),2008,Hispanic or Latino,8927300
Texas (48),2008,Not Hispanic or Latino,15381739
Texas (48),2009,Hispanic or Latino,9239906
Texas (48),2009,Not Hispanic or Latino,15561855
Texas (48),2010,Hispanic or Latino,9517764
Texas (48),2010,Not Hispanic or Latino,15724207
Texas (48),2011,Hispanic or Latino,9749783
Texas (48),2011,Not Hispanic or Latino,15895846
Texas (48),2012,Hispanic or Latino,9976275
Texas (48),2012,Not Hispanic or Latino,16108206
Texas (48),2013,Hispanic or Latino,10191627
Texas (48),2013,Not Hispanic or Latino,16288639
Texas (48),2014,Hispanic or Latino,10426796
Texas (48),2014,Not Hispanic or Latino,16537537
Texas (48),2015,Hispanic or Latino,10678182
Texas (48),2015,Not Hispanic or Latino,16791874
Texas (48),2016,Hispanic or Latino,10918843
Texas (48),2016,Not Hispanic or Latino,16995567
Texas (48),2017,Hispanic or Latino,11128657
Texas (48),2017,Not Hispanic or Latino,17166616
Texas (48),2018,Hispanic or Latino,11323903
Texas (48),2018,Not Hispanic or Latino,17304763
Texas (48),2019,Hispanic or Latino,11525578
Texas (48),2019,Not Hispanic or Latino,17470303
Utah (49),1990,Hispanic or Latino,85534
Utah (49),1990,Not Hispanic or Latino,1645689
Utah (49),1991,Hispanic or Latino,91991
Utah (49),1991,Not Hispanic or Latino,1687789
Utah (49),1992,Hispanic or Latino,98880
Utah (49),1992,Not Hispanic or Latino,1737919
Utah (49),1993,Hispanic or Latino,107682
Utah (49),1993,Not Hispanic or Latino,1790722
Utah (49),1994,Hispanic or Latino,117933
Utah (49),1994,Not Hispanic or Latino,1842513
Utah (49),1995,Hispanic or Latino,128644
Utah (49),1995,Not Hispanic or Latino,1885535
Utah (49),1996,Hispanic or Latino,143009
Utah (49),1996,Not Hispanic or Latino,1924967
Utah (49),1997,Hispanic or Latino,159784
Utah (49),1997,Not Hispanic or Latino,1960000
Utah (49),1998,Hispanic or Latino,176212
Utah (49),1998,Not Hispanic or Latino,1989749
Utah (49),1999,Hispanic or Latino,190588
Utah (49),1999,Not Hispanic or Latino,2012894
Utah (49),2000,Hispanic or Latino,204356
Utah (49),2000,Not Hispanic or Latino,2040146
Utah (49),2001,Hispanic or Latino,217648
Utah (49),2001,Not Hispanic or Latino,2066067
Utah (49),2002,Hispanic or Latino,231111
Utah (49),2002,Not Hispanic or Latino,2093704
Utah (49),2003,Hispanic or Latino,243047
Utah (49),2003,Not Hispanic or Latino,2117090
Utah (49),2004,Hispanic or Latino,254864
Utah (49),2004,Not Hispanic or Latino,2146716
Utah (49),2005,Hispanic or Latino,269469
Utah (49),2005,Not Hispanic or Latino,2188250
Utah (49),2006,Hispanic or Latino,287418
Utah (49),2006,Not Hispanic or Latino,2238089
Utah (49),2007,Hispanic or Latino,309661
Utah (49),2007,Not Hispanic or Latino,2288085
Utah (49),2008,Hispanic or Latino,330732
Utah (49),2008,Not Hispanic or Latino,2332297
Utah (49),2009,Hispanic or Latino,347583
Utah (49),2009,Not Hispanic or Latino,2375838
Utah (49),2010,Hispanic or Latino,360596
Utah (49),2010,Not Hispanic or Latino,2414736
Utah (49),2011,Hispanic or Latino,368971
Utah (49),2011,Not Hispanic or Latino,2445413
Utah (49),2012,Hispanic or Latino,376470
Utah (49),2012,Not Hispanic or Latino,2476905
Utah (49),2013,Hispanic or Latino,386066
Utah (49),2013,Not Hispanic or Latino,2511574
Utah (49),2014,Hispanic or Latino,394899
Utah (49),2014,Not Hispanic or Latino,2541980
Utah (49),2015,Hispanic or Latino,406327
Utah (49),2015,Not Hispanic or Latino,2575508
Utah (49),2016,Hispanic or Latino,420810
Utah (49),2016,Not Hispanic or Latino,2621058
Utah (49),2017,Hispanic or Latino,435852
Utah (49),2017,Not Hispanic or Latino,2665190
Utah (49),2018,Hispanic or Latino,449150
Utah (49),2018,Not Hispanic or Latino,2704400
Utah (49),2019,Hispanic or Latino,462051
Utah (49),2019,Not Hispanic or Latino,2743907
Vermont (50),1990,Hispanic or Latino,3512
Vermont (50),1990,Not Hispanic or Latino,561286
Vermont (50),1991,Hispanic or Latino,3574
Vermont (50),1991,Not Hispanic or Latino,565032
Vermont (50),1992,Hispanic or Latino,3587
Vermont (50),1992,Not Hispanic or Latino,569164
Vermont (50),1993,Hispanic or Latino,3951
Vermont (50),1993,Not Hispanic or Latino,573797
Vermont (50),1994,Hispanic or Latino,4049
Vermont (50),1994,Not Hispanic or Latino,579787
Vermont (50),1995,Hispanic or Latino,4104
Vermont (50),1995,Not Hispanic or Latino,584899
Vermont (50),1996,Hispanic or Latino,4392
Vermont (50),1996,Not Hispanic or Latino,589309
Vermont (50),1997,Hispanic or Latino,4802
Vermont (50),1997,Not Hispanic or Latino,592437
Vermont (50),1998,Hispanic or Latino,4736
Vermont (50),1998,Not Hispanic or Latino,595680
Vermont (50),1999,Hispanic or Latino,4879
Vermont (50),1999,Not Hispanic or Latino,599804
Vermont (50),2000,Hispanic or Latino,5556
Vermont (50),2000,Not Hispanic or Latino,604062
Vermont (50),2001,Hispanic or Latino,6104
Vermont (50),2001,Not Hispanic or Latino,606119
Vermont (50),2002,Hispanic or Latino,6577
Vermont (50),2002,Not Hispanic or Latino,608865
Vermont (50),2003,Hispanic or Latino,6928
Vermont (50),2003,Not Hispanic or Latino,610930
Vermont (50),2004,Hispanic or Latino,7344
Vermont (50),2004,Not Hispanic or Latino,612576
Vermont (50),2005,Hispanic or Latino,7754
Vermont (50),2005,Not Hispanic or Latino,613461
Vermont (50),2006,Hispanic or Latino,8137
Vermont (50),2006,Not Hispanic or Latino,614755
Vermont (50),2007,Hispanic or Latino,8492
Vermont (50),2007,Not Hispanic or Latino,614989
Vermont (50),2008,Hispanic or Latino,8923
Vermont (50),2008,Not Hispanic or Latino,615228
Vermont (50),2009,Hispanic or Latino,9274
Vermont (50),2009,Not Hispanic or Latino,615543
Vermont (50),2010,Hispanic or Latino,9288
Vermont (50),2010,Not Hispanic or Latino,616591
Vermont (50),2011,Hispanic or Latino,9890
Vermont (50),2011,Not Hispanic or Latino,617159
Vermont (50),2012,Hispanic or Latino,10174
Vermont (50),2012,Not Hispanic or Latino,615916
Vermont (50),2013,Hispanic or Latino,10652
Vermont (50),2013,Not Hispanic or Latino,615558
Vermont (50),2014,Hispanic or Latino,10883
Vermont (50),2014,Not Hispanic or Latino,614331
Vermont (50),2015,Hispanic or Latino,11201
Vermont (50),2015,Not Hispanic or Latino,614015
Vermont (50),2016,Hispanic or Latino,11626
Vermont (50),2016,Not Hispanic or Latino,612031
Vermont (50),2017,Hispanic or Latino,12133
Vermont (50),2017,Not Hispanic or Latino,612211
Vermont (50),2018,Hispanic or Latino,12504
Vermont (50),2018,Not Hispanic or Latino,611854
Vermont (50),2019,Hispanic or Latino,12719
Vermont (50),2019,Not Hispanic or Latino,611270
Virginia (51),1990,Hispanic or Latino,160703
Virginia (51),1990,Not Hispanic or Latino,6056181
Virginia (51),1991,Hispanic or Latino,170255
Virginia (51),1991,Not Hispanic or Latino,6130962
Virginia (51),1992,Hispanic or Latino,180416
Virginia (51),1992,Not Hispanic or Latino,6233891
Virginia (51),1993,Hispanic or Latino,193488
Virginia (51),1993,Not Hispanic or Latino,6316142
Virginia (51),1994,Hispanic or Latino,206666
Virginia (51),1994,Not Hispanic or Latino,6386473
Virginia (51),1995,Hispanic or Latino,222288
Virginia (51),1995,Not Hispanic or Latino,6448405
Virginia (51),1996,Hispanic or Latino,240701
Virginia (51),1996,Not Hispanic or Latino,6510183
Virginia (51),1997,Hispanic or Latino,260855
Virginia (51),1997,Not Hispanic or Latino,6568328
Virginia (51),1998,Hispanic or Latino,281892
Virginia (51),1998,Not Hispanic or Latino,6619026
Virginia (51),1999,Hispanic or Latino,304191
Virginia (51),1999,Not Hispanic or Latino,6695983
Virginia (51),2000,Hispanic or Latino,334268
Virginia (51),2000,Not Hispanic or Latino,6771549
Virginia (51),2001,Hispanic or Latino,361650
Virginia (51),2001,Not Hispanic or Latino,6836712
Virginia (51),2002,Hispanic or Latino,389793
Virginia (51),2002,Not Hispanic or Latino,6897080
Virginia (51),2003,Hispanic or Latino,418238
Virginia (51),2003,Not Hispanic or Latino,6948739
Virginia (51),2004,Hispanic or Latino,449301
Virginia (51),2004,Not Hispanic or Latino,7026274
Virginia (51),2005,Hispanic or Latino,482696
Virginia (51),2005,Not Hispanic or Latino,7094409
Virginia (51),2006,Hispanic or Latino,516096
Virginia (51),2006,Not Hispanic or Latino,7157629
Virginia (51),2007,Hispanic or Latino,546471
Virginia (51),2007,Not Hispanic or Latino,7204529
Virginia (51),2008,Hispanic or Latino,575669
Virginia (51),2008,Not Hispanic or Latino,7257827
Virginia (51),2009,Hispanic or Latino,607430
Virginia (51),2009,Not Hispanic or Latino,7318507
Virginia (51),2010,Hispanic or Latino,637755
Virginia (51),2010,Not Hispanic or Latino,7385944
Virginia (51),2011,Hispanic or Latino,661479
Virginia (51),2011,Not Hispanic or Latino,7439676
Virginia (51),2012,Hispanic or Latino,684862
Virginia (51),2012,Not Hispanic or Latino,7500218
Virginia (51),2013,Hispanic or Latino,707039
Virginia (51),2013,Not Hispanic or Latino,7545388
